,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,last_trip,churn,King's Landing,Winterfell,iPhone
36019,8.23,4.7,5.0,1.0,Astapor,2014-05-15,Android,2014-01-17,0.0,2,0,33.3,2014-05-15,1,0,0,0
36021,6.06,4.2,5.0,1.29,Winterfell,2014-05-16,iPhone,2014-01-03,16.7,0,0,83.3,2014-05-16,1,0,1,1
36023,2.77,5.0,5.0,1.0,King's Landing,2014-01-24,iPhone,2014-01-23,0.0,1,0,100.0,2014-01-24,1,1,0,1
36025,5.03,4.9,4.0,1.05,Astapor,2014-05-09,iPhone,2014-01-16,7.1,6,0,64.3,2014-05-09,1,0,0,1
36026,6.32,5.0,5.0,1.25,Winterfell,2014-01-12,Android,2014-01-11,100.0,1,0,0.0,2014-01-12,1,0,1,0
36027,2.48,5.0,5.0,1.0,Astapor,2014-02-04,iPhone,2014-01-30,0.0,2,0,100.0,2014-02-04,1,0,0,1
36028,2.24,5.0,5.0,1.0,Astapor,2014-02-14,iPhone,2014-01-31,0.0,1,1,100.0,2014-02-14,1,0,0,1
36030,55.6,5.0,5.0,1.0,King's Landing,2014-05-31,Android,2014-01-19,0.0,0,1,50.0,2014-05-31,1,1,0,0
36032,9.03,5.0,5.0,1.0,Winterfell,2014-06-01,iPhone,2014-01-31,0.0,0,0,50.0,2014-06-01,0,0,1,1
36033,4.08,4.3,5.0,1.0,Winterfell,2014-03-30,iPhone,2014-01-06,0.0,1,0,33.3,2014-03-30,1,0,1,1
36034,4.43,5.0,5.0,1.0,Astapor,2014-01-05,iPhone,2014-01-04,0.0,1,1,0.0,2014-01-05,1,0,0,1
36035,1.18,4.8,5.0,1.0,Astapor,2014-05-12,iPhone,2014-01-30,0.0,0,0,87.5,2014-05-12,1,0,0,1
36036,2.62,5.0,5.0,1.0,Winterfell,2014-04-17,Android,2014-01-31,0.0,2,0,66.7,2014-04-17,1,0,1,0
36038,5.84,4.7,5.0,1.08,Astapor,2014-01-20,iPhone,2014-01-18,33.3,3,0,33.3,2014-01-20,1,0,0,1
36041,4.22,4.8,5.0,1.0,Astapor,2014-06-23,iPhone,2014-01-31,0.0,1,1,100.0,2014-06-23,0,0,0,1
36045,15.22,5.0,5.0,1.0,Winterfell,2014-03-11,Android,2014-01-07,0.0,0,1,100.0,2014-03-11,1,0,1,0
36046,2.08,5.0,4.8,1.0,Winterfell,2014-05-04,Android,2014-01-29,0.0,0,0,33.3,2014-05-04,1,0,1,0
36047,7.83,4.8,4.8,1.0,Astapor,2014-01-31,Android,2014-01-15,0.0,4,0,100.0,2014-01-31,1,0,0,0
36048,4.36,4.8,5.0,1.46,Winterfell,2014-05-10,Android,2014-01-10,38.5,3,0,38.5,2014-05-10,1,0,1,0
36049,3.39,5.0,5.0,1.5,Astapor,2014-05-16,iPhone,2014-01-11,50.0,0,0,100.0,2014-05-16,1,0,0,1
36055,3.2,5.0,4.5,1.0,Astapor,2014-01-18,iPhone,2014-01-17,0.0,2,0,50.0,2014-01-18,1,0,0,1
36059,1.18,5.0,4.5,1.0,Winterfell,2014-06-17,iPhone,2014-01-10,0.0,2,1,75.0,2014-06-17,0,0,1,1
36061,23.73,5.0,4.0,1.0,Astapor,2014-06-05,iPhone,2014-01-27,0.0,0,0,50.0,2014-06-05,0,0,0,1
36062,1.34,5.0,4.5,1.0,Winterfell,2014-06-25,Android,2014-01-24,0.0,0,0,100.0,2014-06-25,0,0,1,0
36064,2.05,5.0,5.0,1.0,Winterfell,2014-01-02,iPhone,2014-01-02,0.0,1,0,100.0,2014-01-02,1,0,1,1
36065,1.2,5.0,4.0,1.0,Winterfell,2014-05-16,iPhone,2014-01-07,0.0,0,0,100.0,2014-05-16,1,0,1,1
36066,5.43,4.7,5.0,1.0,Astapor,2014-03-27,Android,2014-01-11,0.0,2,0,66.7,2014-03-27,1,0,0,0
36067,5.24,4.3,3.8,1.0,Winterfell,2014-06-29,Android,2014-01-23,0.0,9,0,54.8,2014-06-29,0,0,1,0
36068,0.57,5.0,4.0,1.0,Winterfell,2014-01-15,iPhone,2014-01-13,0.0,4,0,100.0,2014-01-15,1,0,1,1
36069,8.33,5.0,5.0,1.0,Winterfell,2014-02-01,Android,2014-01-11,0.0,2,0,0.0,2014-02-01,1,0,1,0
36070,4.41,5.0,5.0,1.5,King's Landing,2014-02-17,iPhone,2014-01-24,100.0,1,0,0.0,2014-02-17,1,1,0,1
36072,0.74,5.0,5.0,1.0,Winterfell,2014-01-17,Android,2014-01-17,0.0,1,1,100.0,2014-01-17,1,0,1,0
36075,9.15,4.0,5.0,2.5,Astapor,2014-01-12,iPhone,2014-01-11,100.0,1,0,0.0,2014-01-12,1,0,0,1
36078,3.24,5.0,5.0,1.0,Astapor,2014-03-18,iPhone,2014-01-30,0.0,1,1,100.0,2014-03-18,1,0,0,1
36079,1.09,5.0,4.0,1.21,Winterfell,2014-02-27,Android,2014-01-26,28.6,0,1,100.0,2014-02-27,1,0,1,0
36080,20.55,5.0,5.0,1.0,Astapor,2014-02-03,Android,2014-01-31,0.0,2,0,100.0,2014-02-03,1,0,0,0
36082,2.24,5.0,5.0,1.0,King's Landing,2014-01-16,iPhone,2014-01-15,0.0,2,1,100.0,2014-01-16,1,1,0,1
36084,13.41,5.0,4.9,1.19,Astapor,2014-03-15,Android,2014-01-17,16.7,6,1,50.0,2014-03-15,1,0,0,0
36085,1.56,5.0,5.0,1.0,Astapor,2014-03-08,Android,2014-01-18,0.0,3,0,75.0,2014-03-08,1,0,0,0
36086,5.8,4.0,5.0,1.0,Astapor,2014-04-11,iPhone,2014-01-10,0.0,0,0,100.0,2014-04-11,1,0,0,1
36088,5.91,5.0,3.7,1.0,Winterfell,2014-06-06,iPhone,2014-01-28,0.0,2,0,100.0,2014-06-06,0,0,1,1
36089,10.56,3.0,4.0,1.0,Winterfell,2014-01-22,iPhone,2014-01-21,0.0,1,0,100.0,2014-01-22,1,0,1,1
36090,20.1,5.0,5.0,1.0,Winterfell,2014-01-14,iPhone,2014-01-02,0.0,1,0,100.0,2014-01-14,1,0,1,1
36092,5.26,5.0,5.0,1.0,Winterfell,2014-01-27,Android,2014-01-27,0.0,1,0,100.0,2014-01-27,1,0,1,0
36093,2.91,4.5,5.0,1.0,Astapor,2014-06-15,iPhone,2014-01-24,0.0,3,1,50.0,2014-06-15,0,0,0,1
36095,1.32,4.7,4.3,1.0,Winterfell,2014-04-19,iPhone,2014-01-23,0.0,1,0,66.7,2014-04-19,1,0,1,1
36096,1.83,4.5,4.0,1.0,King's Landing,2014-03-09,iPhone,2014-01-18,0.0,0,0,0.0,2014-03-09,1,1,0,1
36097,23.99,3.0,4.0,1.0,Winterfell,2014-01-10,Android,2014-01-09,0.0,1,0,100.0,2014-01-10,1,0,1,0
36098,33.55,5.0,5.0,1.0,Winterfell,2014-01-20,Android,2014-01-18,0.0,2,1,0.0,2014-01-20,1,0,1,0
36099,2.4,5.0,4.0,1.0,Astapor,2014-01-25,Android,2014-01-25,0.0,1,1,0.0,2014-01-25,1,0,0,0
36102,2.3,5.0,5.0,1.0,King's Landing,2014-04-12,iPhone,2014-01-16,0.0,1,0,0.0,2014-04-12,1,1,0,1
36103,7.38,5.0,4.0,1.0,Astapor,2014-02-03,Android,2014-01-28,0.0,2,1,50.0,2014-02-03,1,0,0,0
36108,1.88,5.0,5.0,1.38,King's Landing,2014-06-08,Android,2014-01-31,50.0,1,0,0.0,2014-06-08,0,1,0,0
36109,7.6,4.8,5.0,1.0,Astapor,2014-06-08,iPhone,2014-01-11,0.0,1,0,75.0,2014-06-08,0,0,0,1
36110,18.94,5.0,5.0,1.0,Winterfell,2014-06-21,iPhone,2014-01-24,0.0,0,0,0.0,2014-06-21,0,0,1,1
36112,14.58,5.0,4.0,1.0,Winterfell,2014-01-27,iPhone,2014-01-17,0.0,1,0,100.0,2014-01-27,1,0,1,1
36116,6.0,4.9,4.6,1.25,King's Landing,2014-06-18,iPhone,2014-01-13,25.0,6,0,100.0,2014-06-18,0,1,0,1
36117,17.93,5.0,5.0,1.38,Winterfell,2014-01-12,iPhone,2014-01-09,50.0,2,0,50.0,2014-01-12,1,0,1,1
36121,1.83,4.3,4.6,1.54,Winterfell,2014-03-22,Android,2014-01-17,57.1,4,0,14.3,2014-03-22,1,0,1,0
36123,11.09,5.0,5.0,1.0,Astapor,2014-03-15,iPhone,2014-01-21,0.0,0,1,0.0,2014-03-15,1,0,0,1
36125,8.25,5.0,5.0,1.0,Astapor,2014-06-28,iPhone,2014-01-03,0.0,1,0,50.0,2014-06-28,0,0,0,1
36126,1.43,5.0,3.0,1.0,King's Landing,2014-02-09,Android,2014-01-26,0.0,4,0,50.0,2014-02-09,1,1,0,0
36127,1.57,4.6,4.5,1.0,Winterfell,2014-03-29,iPhone,2014-01-25,0.0,3,0,0.0,2014-03-29,1,0,1,1
36128,1.96,5.0,5.0,1.0,Winterfell,2014-01-26,iPhone,2014-01-25,0.0,2,0,0.0,2014-01-26,1,0,1,1
36129,1.35,5.0,3.5,1.0,Astapor,2014-03-16,Android,2014-01-31,0.0,0,1,0.0,2014-03-16,1,0,0,0
36130,10.87,5.0,5.0,1.0,Astapor,2014-02-06,iPhone,2014-01-18,0.0,1,0,100.0,2014-02-06,1,0,0,1
36132,9.93,5.0,5.0,1.13,Winterfell,2014-05-10,Android,2014-01-21,50.0,0,0,50.0,2014-05-10,1,0,1,0
36133,2.34,5.0,4.3,1.1,Winterfell,2014-06-21,Android,2014-01-27,20.0,1,0,80.0,2014-06-21,0,0,1,0
36136,2.01,4.8,4.0,1.0,Astapor,2014-06-28,iPhone,2014-01-05,0.0,2,0,25.0,2014-06-28,0,0,0,1
36137,2.38,5.0,4.0,1.0,Winterfell,2014-01-18,Android,2014-01-17,0.0,1,1,100.0,2014-01-18,1,0,1,0
36138,2.2,5.0,3.0,1.0,Astapor,2014-07-01,iPhone,2014-01-18,0.0,1,0,50.0,2014-07-01,0,0,0,1
36140,2.81,4.8,5.0,1.25,Winterfell,2014-02-01,Android,2014-01-30,25.0,4,0,50.0,2014-02-01,1,0,1,0
36141,17.55,5.0,5.0,1.0,Winterfell,2014-01-16,Android,2014-01-16,0.0,1,1,100.0,2014-01-16,1,0,1,0
36143,2.0,5.0,5.0,1.25,Winterfell,2014-04-10,Android,2014-01-26,50.0,0,0,100.0,2014-04-10,1,0,1,0
36145,11.71,5.0,5.0,1.0,Astapor,2014-04-30,Android,2014-01-23,0.0,0,0,100.0,2014-04-30,1,0,0,0
36146,10.07,5.0,5.0,1.25,Astapor,2014-04-19,Android,2014-01-10,50.0,0,0,0.0,2014-04-19,1,0,0,0
36150,7.86,5.0,5.0,1.0,Astapor,2014-02-21,Android,2014-01-08,0.0,0,1,100.0,2014-02-21,1,0,0,0
36152,3.01,5.0,5.0,1.0,Winterfell,2014-02-07,iPhone,2014-01-18,0.0,1,0,100.0,2014-02-07,1,0,1,1
36154,2.03,4.3,4.0,1.0,Astapor,2014-04-17,Android,2014-01-25,0.0,0,1,66.7,2014-04-17,1,0,0,0
36155,7.95,5.0,5.0,1.0,Winterfell,2014-06-24,iPhone,2014-01-25,0.0,1,1,50.0,2014-06-24,0,0,1,1
36158,3.36,4.7,2.7,1.0,Astapor,2014-03-18,iPhone,2014-01-14,0.0,0,0,100.0,2014-03-18,1,0,0,1
36163,2.43,5.0,5.0,1.0,Winterfell,2014-01-04,iPhone,2014-01-03,0.0,1,0,0.0,2014-01-04,1,0,1,1
36165,6.27,5.0,5.0,1.0,Winterfell,2014-01-01,iPhone,2014-01-01,0.0,1,0,100.0,2014-01-01,1,0,1,1
36166,1.49,5.0,5.0,1.5,Winterfell,2014-03-30,Android,2014-01-16,50.0,0,0,50.0,2014-03-30,1,0,1,0
36168,1.29,5.0,4.0,1.0,Winterfell,2014-06-29,Android,2014-01-04,0.0,1,1,50.0,2014-06-29,0,0,1,0
36169,4.91,5.0,5.0,1.0,Winterfell,2014-04-26,Android,2014-01-16,0.0,0,0,0.0,2014-04-26,1,0,1,0
36170,2.99,4.9,5.0,1.0,Winterfell,2014-06-01,Android,2014-01-03,0.0,1,0,87.5,2014-06-01,0,0,1,0
36171,4.35,5.0,5.0,1.0,Winterfell,2014-01-28,Android,2014-01-21,0.0,1,0,100.0,2014-01-28,1,0,1,0
36172,4.75,5.0,4.0,1.0,Astapor,2014-06-27,iPhone,2014-01-07,0.0,2,0,100.0,2014-06-27,0,0,0,1
36175,1.23,5.0,5.0,1.0,Astapor,2014-01-26,iPhone,2014-01-25,0.0,3,1,0.0,2014-01-26,1,0,0,1
36177,3.01,5.0,4.0,1.0,Winterfell,2014-01-11,iPhone,2014-01-10,0.0,1,1,0.0,2014-01-11,1,0,1,1
36178,1.96,4.3,4.5,1.0,Winterfell,2014-06-22,iPhone,2014-01-11,0.0,0,0,33.3,2014-06-22,0,0,1,1
36179,1.63,5.0,3.5,1.5,Astapor,2014-01-20,Android,2014-01-19,100.0,2,0,0.0,2014-01-20,1,0,0,0
36180,15.05,5.0,5.0,1.0,Winterfell,2014-04-13,Android,2014-01-04,0.0,0,0,0.0,2014-04-13,1,0,1,0
36181,7.4,4.0,5.0,1.0,Winterfell,2014-01-12,iPhone,2014-01-11,0.0,1,1,0.0,2014-01-12,1,0,1,1
36182,7.61,4.0,5.0,1.0,Winterfell,2014-02-02,iPhone,2014-01-03,0.0,2,1,50.0,2014-02-02,1,0,1,1
36183,2.52,5.0,5.0,1.0,Winterfell,2014-01-25,iPhone,2014-01-23,0.0,1,0,100.0,2014-01-25,1,0,1,1
36184,5.78,5.0,5.0,1.0,Winterfell,2014-01-13,Android,2014-01-13,0.0,1,0,100.0,2014-01-13,1,0,1,0
36185,1.99,5.0,5.0,1.0,Astapor,2014-03-17,iPhone,2014-01-21,0.0,0,1,0.0,2014-03-17,1,0,0,1
36188,7.37,5.0,5.0,1.0,Winterfell,2014-04-03,iPhone,2014-01-27,0.0,2,0,100.0,2014-04-03,1,0,1,1
36191,1.06,5.0,5.0,1.0,Winterfell,2014-06-05,iPhone,2014-01-03,0.0,0,0,100.0,2014-06-05,0,0,1,1
36194,1.5,5.0,5.0,1.0,Astapor,2014-03-13,iPhone,2014-01-10,0.0,0,0,100.0,2014-03-13,1,0,0,1
36197,2.11,5.0,5.0,1.0,Astapor,2014-02-05,iPhone,2014-01-29,0.0,4,1,100.0,2014-02-05,1,0,0,1
36198,3.17,4.5,3.6,1.0,Winterfell,2014-06-06,Android,2014-01-10,0.0,4,0,62.5,2014-06-06,0,0,1,0
36200,10.23,4.4,5.0,1.0,Winterfell,2014-03-30,Android,2014-01-25,0.0,1,1,60.0,2014-03-30,1,0,1,0
36201,1.1,5.0,5.0,1.0,Winterfell,2014-01-22,Android,2014-01-21,0.0,1,1,100.0,2014-01-22,1,0,1,0
36203,8.68,5.0,5.0,1.0,Astapor,2014-01-17,iPhone,2014-01-17,0.0,1,1,100.0,2014-01-17,1,0,0,1
36205,5.21,5.0,4.0,1.0,Winterfell,2014-06-05,iPhone,2014-01-10,0.0,5,1,80.0,2014-06-05,0,0,1,1
36207,0.87,5.0,5.0,1.0,Astapor,2014-03-28,iPhone,2014-01-30,0.0,0,1,100.0,2014-03-28,1,0,0,1
36208,2.31,5.0,5.0,1.0,Astapor,2014-02-08,iPhone,2014-01-07,0.0,0,1,100.0,2014-02-08,1,0,0,1
36209,15.54,5.0,5.0,1.0,Winterfell,2014-04-01,Android,2014-01-26,0.0,0,0,100.0,2014-04-01,1,0,1,0
36210,8.2,5.0,5.0,1.0,King's Landing,2014-01-25,iPhone,2014-01-24,0.0,1,0,0.0,2014-01-25,1,1,0,1
36213,1.99,5.0,4.5,1.13,Winterfell,2014-01-16,Android,2014-01-15,50.0,2,0,100.0,2014-01-16,1,0,1,0
36214,4.46,5.0,4.0,1.0,Astapor,2014-05-23,Android,2014-01-11,0.0,0,0,100.0,2014-05-23,1,0,0,0
36215,1.57,5.0,4.7,1.0,Astapor,2014-01-19,iPhone,2014-01-15,0.0,7,1,0.0,2014-01-19,1,0,0,1
36217,4.71,5.0,3.0,3.0,Winterfell,2014-03-02,Android,2014-01-11,100.0,0,0,0.0,2014-03-02,1,0,1,0
36221,1.73,4.5,3.0,1.0,Winterfell,2014-01-17,Android,2014-01-11,0.0,2,0,50.0,2014-01-17,1,0,1,0
36224,4.68,4.7,5.0,1.33,Astapor,2014-06-12,iPhone,2014-01-25,33.3,0,0,77.8,2014-06-12,0,0,0,1
36228,8.67,5.0,5.0,1.0,Winterfell,2014-04-15,Android,2014-01-04,0.0,1,1,80.0,2014-04-15,1,0,1,0
36229,10.28,5.0,5.0,1.0,Astapor,2014-01-21,iPhone,2014-01-20,0.0,1,0,100.0,2014-01-21,1,0,0,1
36231,1.69,4.5,5.0,1.0,Winterfell,2014-01-20,iPhone,2014-01-18,0.0,2,0,0.0,2014-01-20,1,0,1,1
36236,1.42,5.0,5.0,1.0,King's Landing,2014-02-18,iPhone,2014-01-29,0.0,2,0,100.0,2014-02-18,1,1,0,1
36237,2.81,4.5,5.0,1.0,Winterfell,2014-03-03,Android,2014-01-05,0.0,0,0,50.0,2014-03-03,1,0,1,0
36240,2.27,5.0,4.0,1.0,Astapor,2014-01-18,Android,2014-01-11,0.0,2,1,50.0,2014-01-18,1,0,0,0
36243,1.96,4.9,3.5,1.21,Astapor,2014-05-02,iPhone,2014-01-06,28.6,0,0,85.7,2014-05-02,1,0,0,1
36244,12.55,5.0,5.0,1.0,King's Landing,2014-01-26,iPhone,2014-01-25,0.0,1,1,0.0,2014-01-26,1,1,0,1
36245,5.34,5.0,4.0,1.28,Astapor,2014-06-05,Android,2014-01-20,25.0,0,1,50.0,2014-06-05,0,0,0,0
36246,10.8,5.0,5.0,1.0,Astapor,2014-01-15,Android,2014-01-15,0.0,1,0,100.0,2014-01-15,1,0,0,0
36248,6.33,5.0,5.0,1.2,Winterfell,2014-06-14,Android,2014-01-03,10.0,1,0,40.0,2014-06-14,0,0,1,0
36249,5.12,5.0,5.0,1.33,Winterfell,2014-05-08,iPhone,2014-01-13,33.3,1,0,100.0,2014-05-08,1,0,1,1
36250,4.86,5.0,4.3,1.0,Winterfell,2014-03-04,Android,2014-01-30,0.0,3,0,100.0,2014-03-04,1,0,1,0
36252,7.97,5.0,5.0,1.75,Winterfell,2014-01-26,iPhone,2014-01-25,50.0,2,0,0.0,2014-01-26,1,0,1,1
36254,1.63,4.9,4.9,1.31,Astapor,2014-02-17,iPhone,2014-01-09,25.0,0,0,25.0,2014-02-17,1,0,0,1
36255,0.89,4.5,5.0,1.0,King's Landing,2014-03-27,Android,2014-01-24,0.0,0,0,100.0,2014-03-27,1,1,0,0
36257,5.68,5.0,5.0,1.0,Winterfell,2014-05-20,iPhone,2014-01-22,0.0,0,0,100.0,2014-05-20,1,0,1,1
36259,4.11,4.5,5.0,1.0,Astapor,2014-02-02,iPhone,2014-01-30,0.0,2,1,0.0,2014-02-02,1,0,0,1
36260,2.64,4.4,4.7,1.15,Astapor,2014-05-19,iPhone,2014-01-30,20.0,2,0,80.0,2014-05-19,1,0,0,1
36261,5.79,5.0,5.0,1.0,Astapor,2014-04-11,Android,2014-01-23,0.0,0,1,100.0,2014-04-11,1,0,0,0
36266,1.21,2.0,5.0,1.0,Astapor,2014-02-17,iPhone,2014-01-12,0.0,0,1,0.0,2014-02-17,1,0,0,1
36268,0.57,5.0,4.0,1.0,Winterfell,2014-01-13,iPhone,2014-01-02,0.0,1,0,100.0,2014-01-13,1,0,1,1
36270,7.39,4.5,5.0,1.0,King's Landing,2014-06-15,iPhone,2014-01-17,0.0,0,0,0.0,2014-06-15,0,1,0,1
36271,1.4,5.0,5.0,1.0,Astapor,2014-02-21,iPhone,2014-01-06,0.0,0,1,100.0,2014-02-21,1,0,0,1
36272,3.38,4.8,4.2,1.11,Winterfell,2014-05-18,Android,2014-01-08,14.8,18,0,55.7,2014-05-18,1,0,1,0
36275,13.36,5.0,5.0,1.0,Winterfell,2014-05-31,iPhone,2014-01-01,0.0,0,0,0.0,2014-05-31,1,0,1,1
36276,6.46,5.0,5.0,1.0,Winterfell,2014-05-18,Android,2014-01-17,0.0,2,1,33.3,2014-05-18,1,0,1,0
36277,2.29,4.0,2.5,1.0,Winterfell,2014-02-21,iPhone,2014-01-24,0.0,2,0,100.0,2014-02-21,1,0,1,1
36278,15.74,5.0,5.0,1.0,Winterfell,2014-04-23,iPhone,2014-01-18,0.0,0,0,100.0,2014-04-23,1,0,1,1
36280,0.81,5.0,5.0,1.0,Winterfell,2014-05-16,iPhone,2014-01-19,0.0,0,0,100.0,2014-05-16,1,0,1,1
36281,3.35,4.0,5.0,3.0,Winterfell,2014-01-01,iPhone,2014-01-01,100.0,1,0,100.0,2014-01-01,1,0,1,1
36284,1.34,4.0,3.5,1.0,Winterfell,2014-06-08,iPhone,2014-01-23,0.0,4,0,28.6,2014-06-08,0,0,1,1
36285,8.95,5.0,5.0,1.0,Winterfell,2014-02-09,Android,2014-01-23,0.0,4,1,50.0,2014-02-09,1,0,1,0
36286,1.28,5.0,4.5,1.13,Winterfell,2014-06-29,iPhone,2014-01-25,50.0,0,0,0.0,2014-06-29,0,0,1,1
36287,11.3,5.0,5.0,1.0,Astapor,2014-01-24,Android,2014-01-19,0.0,4,0,75.0,2014-01-24,1,0,0,0
36289,20.22,5.0,5.0,1.0,Astapor,2014-06-11,iPhone,2014-01-18,0.0,0,1,100.0,2014-06-11,0,0,0,1
36290,1.67,4.8,5.0,1.0,Winterfell,2014-06-26,iPhone,2014-01-31,0.0,1,0,60.0,2014-06-26,0,0,1,1
36291,5.96,5.0,4.5,1.0,Astapor,2014-04-18,iPhone,2014-01-16,0.0,0,0,66.7,2014-04-18,1,0,0,1
36293,2.53,5.0,4.0,1.0,Winterfell,2014-01-13,Android,2014-01-12,0.0,1,1,0.0,2014-01-13,1,0,1,0
36295,23.85,5.0,5.0,1.0,Winterfell,2014-02-07,Android,2014-01-22,0.0,1,1,100.0,2014-02-07,1,0,1,0
36296,8.44,5.0,5.0,1.04,Astapor,2014-05-17,Android,2014-01-20,16.7,1,0,83.3,2014-05-17,1,0,0,0
36298,3.38,5.0,5.0,1.0,Winterfell,2014-04-30,Android,2014-01-16,0.0,0,1,50.0,2014-04-30,1,0,1,0
36299,2.64,5.0,5.0,1.0,Winterfell,2014-01-15,iPhone,2014-01-05,0.0,3,0,100.0,2014-01-15,1,0,1,1
36301,3.27,4.8,5.0,1.2,Astapor,2014-04-24,iPhone,2014-01-22,20.0,1,0,100.0,2014-04-24,1,0,0,1
36302,3.96,5.0,5.0,1.0,King's Landing,2014-01-31,iPhone,2014-01-09,0.0,1,0,100.0,2014-01-31,1,1,0,1
36303,5.6,4.8,4.6,1.06,Astapor,2014-05-28,Android,2014-01-18,11.1,2,0,55.6,2014-05-28,1,0,0,0
36305,17.89,5.0,5.0,1.0,Winterfell,2014-01-28,iPhone,2014-01-27,0.0,1,1,100.0,2014-01-28,1,0,1,1
36306,4.37,5.0,4.0,1.0,Winterfell,2014-01-18,iPhone,2014-01-11,0.0,2,0,0.0,2014-01-18,1,0,1,1
36307,10.16,4.9,3.5,1.0,Winterfell,2014-06-28,iPhone,2014-01-30,0.0,1,0,50.0,2014-06-28,0,0,1,1
36309,4.05,5.0,5.0,1.0,Astapor,2014-06-28,Android,2014-01-10,0.0,0,0,0.0,2014-06-28,0,0,0,0
36310,6.71,5.0,4.0,1.0,King's Landing,2014-01-16,Android,2014-01-11,0.0,4,0,50.0,2014-01-16,1,1,0,0
36313,3.29,5.0,4.0,1.0,Astapor,2014-04-25,Android,2014-01-12,0.0,1,0,60.0,2014-04-25,1,0,0,0
36316,0.0,5.0,5.0,1.0,Winterfell,2014-01-29,iPhone,2014-01-28,0.0,1,0,100.0,2014-01-29,1,0,1,1
36318,4.09,5.0,5.0,1.0,Astapor,2014-01-22,Android,2014-01-02,0.0,2,0,100.0,2014-01-22,1,0,0,0
36321,2.1,4.0,4.5,1.0,Astapor,2014-02-22,Android,2014-01-04,0.0,0,1,0.0,2014-02-22,1,0,0,0
36324,6.82,5.0,5.0,1.0,Winterfell,2014-06-28,iPhone,2014-01-25,0.0,2,1,0.0,2014-06-28,0,0,1,1
36325,4.48,4.9,5.0,1.0,Astapor,2014-05-09,iPhone,2014-01-21,0.0,3,1,100.0,2014-05-09,1,0,0,1
36330,3.07,4.6,4.0,1.0,Astapor,2014-04-30,iPhone,2014-01-26,0.0,6,0,91.3,2014-04-30,1,0,0,1
36331,5.15,5.0,4.0,1.0,Winterfell,2014-04-25,iPhone,2014-01-11,0.0,0,1,100.0,2014-04-25,1,0,1,1
36333,9.63,4.3,4.7,1.13,Winterfell,2014-06-27,iPhone,2014-01-06,25.0,0,0,100.0,2014-06-27,0,0,1,1
36334,3.37,5.0,4.5,1.0,Winterfell,2014-01-20,iPhone,2014-01-18,0.0,2,0,50.0,2014-01-20,1,0,1,1
36335,2.67,5.0,4.4,1.15,Winterfell,2014-03-22,iPhone,2014-01-23,20.0,0,0,100.0,2014-03-22,1,0,1,1
36337,4.11,5.0,5.0,1.0,Winterfell,2014-03-15,Android,2014-01-25,0.0,1,1,33.3,2014-03-15,1,0,1,0
36338,3.05,5.0,3.0,1.0,King's Landing,2014-01-09,iPhone,2014-01-08,0.0,1,0,100.0,2014-01-09,1,1,0,1
36339,1.88,5.0,5.0,1.0,Astapor,2014-04-23,iPhone,2014-01-17,0.0,0,0,100.0,2014-04-23,1,0,0,1
36340,2.22,5.0,5.0,1.42,Astapor,2014-02-17,iPhone,2014-01-11,33.3,2,0,66.7,2014-02-17,1,0,0,1
36343,2.13,5.0,5.0,1.0,Astapor,2014-02-01,Android,2014-01-31,0.0,1,0,0.0,2014-02-01,1,0,0,0
36344,2.81,5.0,4.0,1.17,Astapor,2014-05-25,iPhone,2014-01-11,33.3,1,0,33.3,2014-05-25,1,0,0,1
36345,2.49,4.0,5.0,1.0,Winterfell,2014-04-27,iPhone,2014-01-23,0.0,0,1,0.0,2014-04-27,1,0,1,1
36347,3.01,5.0,4.7,1.5,Astapor,2014-03-05,Android,2014-01-30,25.0,3,0,25.0,2014-03-05,1,0,0,0
36351,33.54,5.0,5.0,1.0,Winterfell,2014-06-16,iPhone,2014-01-27,0.0,0,1,0.0,2014-06-16,0,0,1,1
36352,6.27,4.5,5.0,1.0,Astapor,2014-04-05,iPhone,2014-01-18,0.0,3,0,28.6,2014-04-05,1,0,0,1
36354,4.18,3.0,3.0,1.75,Winterfell,2014-03-16,iPhone,2014-01-04,50.0,0,1,0.0,2014-03-16,1,0,1,1
36362,5.36,5.0,4.5,1.0,Astapor,2014-06-30,Android,2014-01-16,0.0,0,1,33.3,2014-06-30,0,0,0,0
36364,4.34,5.0,5.0,1.0,Astapor,2014-05-07,iPhone,2014-01-22,0.0,0,1,100.0,2014-05-07,1,0,0,1
36366,4.52,5.0,4.0,3.0,King's Landing,2014-02-27,Android,2014-01-19,100.0,0,1,100.0,2014-02-27,1,1,0,0
36367,22.46,5.0,5.0,1.0,Astapor,2014-01-24,Android,2014-01-24,0.0,1,0,100.0,2014-01-24,1,0,0,0
36368,4.68,5.0,5.0,2.0,Astapor,2014-02-02,Android,2014-01-31,50.0,2,0,50.0,2014-02-02,1,0,0,0
36369,6.25,5.0,4.8,1.0,Astapor,2014-04-13,iPhone,2014-01-17,0.0,2,0,50.0,2014-04-13,1,0,0,1
36370,12.54,5.0,5.0,1.0,King's Landing,2014-03-26,iPhone,2014-01-08,0.0,1,0,100.0,2014-03-26,1,1,0,1
36371,1.79,5.0,4.0,1.0,Winterfell,2014-01-05,iPhone,2014-01-04,0.0,1,1,0.0,2014-01-05,1,0,1,1
